IDProtocollo,Progressivo,IDVeicolo,TipoVeicolo,StatoVeicolo,Marca,Modello
2642493,2,1023164,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Volkswagen,Caddy Van
2642499,1,1023167,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2642506,1,1023168,Autovettura privata,In marcia / fermata / arresto,Renault,Laguna
2642508,1,1023170,Autovettura privata,In marcia / fermata / arresto,Renault,Espace
2642508,2,1023171,Autobus urbano,In marcia / fermata / arresto,Fiat,Ducato
2642517,1,1023173,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2642519,1,1023187,Autovettura privata,In marcia / fermata / arresto,Nissan,Note
2642526,1,1023175,Autovettura privata,In marcia / fermata / arresto,Citroen,C3
2642526,2,1023188,Autovettura privata,In marcia / fermata / arresto,Ford,Fusion
2642531,1,1023185,Motociclo a solo,In marcia / fermata / arresto,Honda,SH
2642536,1,1023174,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2642542,1,1023177,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2642542,2,1023178,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2642544,1,1023183,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2642544,2,1023205,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2642547,1,1023179,Autovettura privata,In marcia / fermata / arresto,Ford,Mondeo
2642549,1,1023186,Autovettura privata,In marcia / fermata / arresto,Renault,Megane
2642549,2,1023193,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2642550,1,1023184,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Iveco
2642550,2,1023192,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,159
2642561,1,1023246,Autovettura privata,In marcia / fermata / arresto,Fiat,Multipla
2642566,1,1023248,Autovettura privata,In marcia / fermata / arresto,Fiat,Cinquecento
2642567,1,1023251,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,Brera
2642568,1,1023194,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2642569,1,1023197,Autocarro superiore 35 q.,In marcia / fermata / arresto,Scania,(ignoto)
2642569,2,1023204,Autovettura privata,In marcia / fermata / arresto,Skoda,Fabia
2642570,1,1023253,Autovettura privata,In marcia / fermata / arresto,Mini,One
2642571,1,1023199,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2642571,2,1023225,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo
2642572,1,1023255,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz
2642572,2,1023256,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2642577,1,1023279,Autovettura privata,In marcia / fermata / arresto,Opel,Zafira
2642578,1,1023318,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2642581,1,1023201,Autobus urbano,In marcia / fermata / arresto,Iveco,Iris bus
2642581,2,1023206,Autovettura privata,In marcia / fermata / arresto,Volvo,S 80
2642585,1,1023200,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO
2642585,2,1023215,Autovettura privata,In marcia / fermata / arresto,Smart ,-
2642586,1,1023202,Quadriciclo leggero,In marcia / fermata / arresto,AIXAM,MEGA
2642592,1,1023211,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2642592,2,1023218,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2642594,1,1023210,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2642594,2,1023213,Motociclo a solo,In marcia / fermata / arresto,Piaggio,(ignoto)
2642596,1,1023257,Autovettura pubblica,In marcia / fermata / arresto,Mercedes,270
2642596,2,1023324,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2642596,3,1023328,Autovettura privata,Sosta,Volkswagen,Polo
2642597,1,1023214,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
2642597,2,1023217,Autovettura privata,Sosta,Audi,Q 5
2642597,3,1023859,Autovettura privata,Sosta,Opel,Corsa
2642600,1,1023216,Autovettura pubblica,In marcia / fermata / arresto,Peugeot,Partner
2642600,2,1023223,Autovettura privata,In marcia / fermata / arresto,BMW,X 3
2642607,1,1026250,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler,classe A
2642607,2,1023219,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2642612,1,1023221,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2642614,1,1023224,Autovettura privata,In marcia / fermata / arresto,Nissan,QASHQAI
2642614,2,1023226,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2642617,1,1023250,Autovettura privata,In marcia / fermata / arresto,Fiat,Seicento
2642621,1,1023228,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2642626,1,1023231,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2642629,1,1023235,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2642636,1,1023301,Quadriciclo leggero,In marcia / fermata / arresto,Microcar,Virgo
2642636,2,1023302,Autovettura privata,Sosta,Nissan,Juke
2642636,3,1023303,Autovettura privata,Sosta,Fiat,Punto
2642639,1,1023242,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2642639,2,1023245,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,147
2642643,1,1030658,Autovettura privata,In marcia / fermata / arresto,BMW,320   i
2642653,1,1023249,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Beverly
2642653,2,1023252,Autovettura privata,In marcia / fermata / arresto,Renault,Megane
2642664,1,1023260,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2642689,1,1023265,Autovettura privata,In marcia / fermata / arresto,BMW,(non accertato)
2642689,2,1023267,Autovettura privata,In marcia / fermata / arresto,Ford,C Max
2642692,1,1023269,Autovettura privata,In marcia / fermata / arresto,Daimler,(ignoto)
2642692,2,1023273,Autovettura privata,In marcia / fermata / arresto,Daimler,A180
2642694,1,1023276,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2642695,1,1023271,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2642696,1,1023268,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2642696,2,1023270,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2642707,1,1023277,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Touran
2642707,2,1023286,Autovettura privata,In marcia / fermata / arresto,Renault,Megane Scenic
2642714,1,1023278,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2642714,2,1023282,Autovettura privata,In marcia / fermata / arresto,Opel,AGILA
2642717,1,1023281,Motociclo a solo,In marcia / fermata / arresto,Aprilia,Scarabeo
2642717,2,1023283,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2642718,1,1023280,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2642724,1,1023284,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva
2642724,2,1035648,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2642731,1,1023289,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2642731,2,1023294,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2642740,1,1023291,Autovettura pubblica,In marcia / fermata / arresto,Mercedes,270 E
2642740,2,1023293,Autovettura privata,In marcia / fermata / arresto,Fiat,Seicento
2642740,3,1023296,Autovettura privata,Sosta,Nissan,Micra
2642748,1,1023297,Autovettura privata,In marcia / fermata / arresto,Fiat,Seicento
2642759,1,1023299,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,147
2642764,1,1023305,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe  A 160
2642764,2,1023315,Autovettura privata,In marcia / fermata / arresto,Honda,Civic
2642764,3,1023316,Autovettura privata,In marcia / fermata / arresto,Nissan,QASHQAI
2642781,1,1023309,Motociclo a solo,In marcia / fermata / arresto,Yamaha,XMax
2642784,1,1023307,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Nissan,Vanette
2642784,2,1033493,Autovettura privata,Allontanatosi,Renault,Clio
2642788,1,1023311,Autovettura privata,In marcia / fermata / arresto,Mercedes,A170
2642793,1,1023847,Autovettura privata,In marcia / fermata / arresto,Chevrolet,spark
2642796,1,1023312,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Scirocco
2642796,2,1023313,Autovettura privata,In marcia / fermata / arresto,Chevrolet,spark
2642813,1,1023834,Autovettura privata,In marcia / fermata / arresto,Fiat,Seicento
2642813,2,1023840,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2642829,1,1023970,Autovettura privata,In marcia / fermata / arresto,Nissan,Pixo
2642833,1,1023901,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2642846,1,1023320,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Iveco,120 E 23
2642846,2,1023321,Autovettura privata,In marcia / fermata / arresto,Opel,Astra SW
2642852,1,1023945,Motociclo a solo,In marcia / fermata / arresto,Yamaha,X MAX
2642852,2,1023949,Autovettura privata,In marcia / fermata / arresto,Mazda,2
2642854,1,1023974,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2642854,2,1023978,Autovettura privata,In marcia / fermata / arresto,Smart ,-
2642862,1,1023980,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2642862,2,1023992,Motociclo a solo,In marcia / fermata / arresto,Aprilia,Scarabeo
2642862,3,1023993,Autovettura privata,Sosta,Fiat,600
2642950,1,1023349,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2642976,1,1023351,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2643017,1,1023355,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2643018,1,1023354,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2643018,2,1023356,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Scudo
2643104,1,1023370,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2643114,1,1023376,Motociclo a solo,In marcia / fermata / arresto,Honda,SW T 400
2643125,1,1023377,Autovettura privata,In marcia / fermata / arresto,Nissan,Quashqai
2643125,2,1023381,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2643180,1,1023392,Autobus di linea,In marcia / fermata / arresto,Irisbus,(non accertato)
2643180,2,1023395,Autovettura privata,Sosta,Mercedes,Classe B 180
2643201,1,1023399,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2643201,2,1023400,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart
2643211,1,1023402,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Renault,Kangoo
2643250,1,1023404,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2643278,1,1023414,Autovettura privata,In marcia / fermata / arresto,Daihatsu,Terios
2643323,1,1023432,Autovettura privata,In marcia / fermata / arresto,Fiat,Seicento
2643323,2,1023438,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Kalos
2643349,1,1023433,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Beverly
2643373,1,1023740,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2643373,2,1023780,Ciclomotore,In marcia / fermata / arresto,Piaggio,50
2643405,1,1023456,Autovettura privata,In marcia / fermata / arresto,Fiat,Idea
2643415,1,1023450,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2643415,2,1023452,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Nissan,Atleon
2643420,1,1023453,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A
2643420,2,1023454,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2643448,1,1023646,Autovettura privata,In marcia / fermata / arresto,Honda,Civic
2643448,2,1023649,Autovettura privata,In marcia / fermata / arresto,Fiat,500 L
2643450,1,1023655,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Aveo
2643453,1,1023664,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2643453,2,1023665,Autovettura privata,In marcia / fermata / arresto,Peugeot,206
2643454,1,1023609,Autovettura privata,In marcia / fermata / arresto,Renault,(ignoto)
2643454,2,1023612,Autovettura privata,In marcia / fermata / arresto,Volkswagen,UP
2643693,1,1023531,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2643693,2,1023533,Autovettura privata,In marcia / fermata / arresto,Ford,KA
2643694,1,1023530,Motociclo a solo,In marcia / fermata / arresto,Yamaha,Majesty
2643697,1,1023532,Autovettura privata,In marcia / fermata / arresto,Fiat,Grande Punto
2643700,1,1023534,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper
2643702,1,1023535,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2643702,2,1023537,Autovettura privata,In marcia / fermata / arresto,Peugeot,308
2643718,1,1023539,Autovettura privata,In marcia / fermata / arresto,Citroen,C1
2643723,1,1023540,Autovettura privata,In marcia / fermata / arresto,Audi,A 4
2643723,2,1023541,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,Turbo Daily
2643728,1,1023544,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,Giulietta
2643740,1,1023545,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Touran
2643768,1,1023549,Autovettura privata,In marcia / fermata / arresto,Peugeot,107
2643768,2,1023550,Autovettura privata,In marcia / fermata / arresto,Fiat-Lancia,Y
2643770,1,1023551,Autovettura privata,In marcia / fermata / arresto,Kia,Carnival
2643770,2,1023552,Autovettura privata,In marcia / fermata / arresto,Toyota,Corolla
2643772,1,1023553,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz
2643772,2,1023554,Autovettura privata,In marcia / fermata / arresto,Fiat,Uno
2643800,1,1023556,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2643800,2,1023557,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo
2643807,1,1023558,Autovettura privata,In marcia / fermata / arresto,Citroen,Xsara
2643807,2,1023559,Autovettura privata,In marcia / fermata / arresto,Volvo,C30
2643811,1,1023561,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo
2643817,1,1023562,Autovettura privata,In marcia / fermata / arresto,Fiat,Multipla
2643821,1,1023563,Autovettura pubblica,In marcia / fermata / arresto,Ford,Fiesta
2643829,1,1023567,Motociclo a solo,In marcia / fermata / arresto,Suzuki,Burgman
2643829,2,1023568,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2643863,1,1023571,Motociclo a solo,In marcia / fermata / arresto,Suzuki,GSR 600
2643868,1,1023574,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3
2643868,2,1023575,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Volkswagen,Crafter
2643868,3,1023576,Autobus di linea,In marcia / fermata / arresto,Iveco,Crossway
2643868,4,1023577,Autovettura privata,In marcia / fermata / arresto,BMW,118D
2643884,1,1023578,Motociclo con passeggero,In marcia / fermata / arresto,Honda,SH 150
2643884,2,1023579,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2643892,1,1023580,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2643897,1,1023581,Autovettura privata,In marcia / fermata / arresto,BMW,120
2643924,1,1023585,Autovettura privata,In marcia / fermata / arresto,Opel,ADAM
2643932,1,1023586,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2644113,1,1023594,Autovettura privata,In marcia / fermata / arresto,Ford,Focus Wag
2644113,2,1023595,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Liberty
2644117,1,1023597,Autovettura privata,In marcia / fermata / arresto,Audi,A4
2644123,1,1023601,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart For Two
2644123,2,1023602,Autovettura privata,Sosta,Volkswagen,Golf
2644123,3,1023603,Autovettura privata,Sosta,Fiat,Stilo
2644123,4,1023605,Autovettura privata,Sosta,Toyota,IQ
2644133,1,1023606,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz
2644133,2,1023607,Autovettura privata,In marcia / fermata / arresto,Mercedes,C 180
2644133,3,1023608,Autovettura privata,In marcia / fermata / arresto,Audi,A 4
2644228,1,1023636,Autocarro inferiore 35 q.,In marcia / fermata / arresto,DAIMLER CHRYSLER,AG906
2644228,2,1023637,Autovettura privata,In marcia / fermata / arresto,Mitsubishi,Pajero
2644228,3,1023638,Autocarro inferiore 35 q.,Allontanatosi,Fiat,Ducato
2644249,1,1023640,Autobus urbano,In marcia / fermata / arresto,(non accertato),(ignoto)
2644249,2,1023639,Autovettura privata,Sosta,Lancia,Y
2644254,1,1023641,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper
2644257,1,1023642,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2644264,1,1023644,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2644274,1,1023645,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2644577,1,1023713,Autovettura privata,In marcia / fermata / arresto,Daimler,Chrysler Smart
2644577,2,1023715,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo
2644582,1,1023714,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart
2644582,2,1033657,Autovettura privata,Sosta,Fiat,Panda
2644584,1,1023716,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2644584,2,1023717,Autobus di linea,In marcia / fermata / arresto,TEMSA,AVENUE LF
2644592,1,1023718,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf
